ID,性別,OL申込,年齢,機種,P購入,コース,C応募,FM登録,ML購読,通話分数,通話回数,請求額,契約
T1005116,M,1,41,A,0,E,0,1,0,46.92,11,4615,Y
T1005122,M,0,52,B,1,E,0,0,0,41.22,5,4621,Y
T1005143,F,0,85,C,2,E,1,0,0,95.78,20,7747,Y
T1005152,F,0,30,B,0,E,0,1,1,43.02,5,4792,Y
T1005169,F,0,51,C,0,F,1,0,0,27.39,2,7988,Y
T1005173,F,0,42,B,0,E,0,0,0,66.24,15,5386,Y
T1005184,F,0,33,B,0,E,0,0,0,71.1,27,6354,Y
T1005193,M,0,83,C,2,F,0,0,0,40.9,60,10082,Y
T1005214,M,1,61,B,1,E,1,0,0,68.75,36,6816,Y
T1005223,M,0,61,C,1,E,1,1,1,82.41,7,5315,Y
T1005242,M,0,31,B,2,E,0,1,1,68.75,126,11913,Y
T1005253,M,0,70,A,0,F,0,0,1,70.24,21,6990,Y
T1005262,F,0,36,C,0,E,0,0,0,49.67,9,5498,Y
T1005278,M,0,36,A,0,F,0,1,0,37.53,4,7404,Y
T1005298,M,0,23,C,0,E,0,0,0,58.09,51,8593,Y
T1005303,M,0,34,A,0,E,0,0,0,26.35,8,4135,Y
T1005317,F,0,74,A,0,E,1,0,0,98.8,43,6857,Y
T1005322,F,0,76,B,1,E,0,1,1,29.58,4,4584,Y
T1005341,F,0,74,A,0,E,0,0,0,31.01,6,6532,Y
T1005356,M,0,45,C,1,E,1,0,0,79.51,33,7663,Y
T1005364,M,0,63,A,0,X,1,1,1,16.31,9,6340,Y
T1005371,F,0,82,A,0,F,0,0,1,82.82,1,7613,Y
T1005384,M,0,32,A,0,E,0,1,0,18.17,1,3141,Y
T1005402,M,0,39,C,0,E,1,0,0,139.43,26,6857,Y
T1005456,M,0,56,A,0,E,0,1,1,7.31,2,4191,Y
T1005464,F,1,45,C,1,E,0,0,0,14.45,1,4609,Y
T1005474,M,0,51,C,2,E,0,0,0,18.49,9,5180,Y
T1005486,M,0,22,A,0,E,1,0,0,70.67,19,4638,Y
T1005499,M,0,23,A,0,E,0,0,0,77.34,129,11124,Y
T1005508,F,0,35,A,0,E,1,1,0,95.53,9,4301,Y
T1005514,M,0,56,B,0,E,0,0,1,77.49,24,5899,Y
T1005521,M,0,29,C,1,E,0,0,1,19.3,3,5095,Y
T1005546,M,0,27,A,0,X,0,1,0,34.19,6,6645,Y
T1005559,F,0,47,C,0,F,0,0,0,6.03,3,7817,Y
T1005568,F,0,51,B,2,F,0,1,0,84.54,32,9447,Y
T1005579,F,0,62,A,0,E,0,0,1,103.85,20,5048,Y
T1005588,M,0,63,B,0,E,0,0,0,63.9,16,4968,Y
T1005590,F,0,41,C,0,E,0,0,0,42.62,6,5534,Y
T1005602,F,0,43,C,2,F,1,0,0,47.63,13,8911,Y
T1005615,F,0,37,B,0,E,0,1,0,45.99,7,4705,Y
T1005622,F,0,54,C,1,F,0,0,0,68.18,11,9947,Y
T1005639,M,0,27,C,0,E,0,0,0,136.36,90,10830,Y
T1005646,M,0,47,A,0,E,0,0,0,67.45,12,4098,Y
T1005657,M,0,44,A,0,X,0,0,0,66,14,7316,Y
T1005660,F,0,52,A,0,E,0,1,0,93.18,41,6217,Y
T1005679,F,0,32,C,2,E,0,0,0,42.86,3,5316,Y
T1005687,M,0,28,C,1,E,0,0,1,33.39,61,8861,Y
T1005694,M,0,75,C,2,X,0,0,0,13.89,3,8219,Y
T1005703,M,1,82,B,2,E,1,1,0,54.2,2,7869,Y
T1005717,M,0,26,A,0,E,0,0,0,136.29,47,6245,Y
T1005726,M,0,68,C,0,E,1,0,0,4.24,1,5036,Y
T1005730,F,0,29,C,0,E,0,0,0,69.78,4,5854,Y
T1005742,M,0,48,C,0,F,0,0,0,143.01,9,13160,Y
T1005755,F,0,58,A,0,E,0,0,1,39.05,14,4399,Y
T1005761,F,0,31,A,0,F,0,0,0,57.47,5,7585,Y
T1005778,M,0,50,C,0,E,0,0,0,55.71,11,5827,Y
T1005784,M,0,89,C,2,F,1,0,0,96,46,8045,Y
T1005798,F,0,43,A,0,F,1,0,1,87.06,22,9347,Y
T1005808,M,0,61,A,0,F,1,0,0,101.91,13,9157,Y
T1005841,M,0,75,B,1,F,0,1,1,38.2,1,7232,Y
T1005857,M,0,64,C,1,X,0,0,1,7.31,4,8081,Y
T1005868,F,0,48,B,0,E,0,0,0,22.88,2,4973,Y
T1005876,M,0,46,A,0,E,0,0,0,84.8,113,10076,Y
T1005883,F,0,23,A,0,E,0,0,0,20.7,2,3694,Y
T1005895,M,0,66,A,0,F,0,1,0,25.64,10,6941,Y
T1005902,M,0,58,A,0,X,1,0,0,69.15,39,6631,Y
T1005916,F,0,82,C,3,E,1,0,1,98.98,24,8374,Y
T1005921,M,1,75,C,2,F,0,0,0,66.45,17,8788,Y
T1005936,F,0,46,B,0,E,0,1,0,86.33,5,4842,Y
T1005945,F,0,53,A,0,F,0,0,0,51.77,8,7003,Y
T1005956,M,0,29,B,0,E,0,0,0,142.49,10,5338,Y
T1005961,M,0,37,B,1,E,0,1,1,70.87,45,6921,Y
T1005972,F,0,65,C,2,F,0,0,0,69.54,13,8574,Y
T1005986,F,0,88,C,2,F,0,0,1,89.19,13,8592,Y
T1006004,F,0,88,C,3,E,1,0,0,22.07,1,8458,Y
T1006010,F,0,64,B,0,F,0,1,0,63.71,3,7112,Y
T1006025,F,0,52,B,0,E,0,0,0,50.94,7,4715,Y
T1006039,F,0,32,B,1,E,0,0,1,82.23,10,5247,Y
T1006045,F,0,47,C,0,E,0,0,1,35.18,5,5246,Y
T1006056,M,0,78,B,1,E,0,0,0,20.52,3,4758,Y
T1006086,M,0,53,C,1,E,0,0,0,69.29,30,7270,Y
T1006091,F,0,70,B,0,E,0,0,1,147.24,21,5555,Y
T1006106,M,0,37,C,1,E,0,1,0,86.97,26,6763,Y
T1006119,M,0,32,C,2,E,0,0,0,73.8,7,5651,Y
T1006123,M,0,73,C,1,F,0,0,0,72.25,23,10851,Y
T1006139,M,0,77,A,0,F,0,0,0,83.76,23,7150,Y
T1006151,F,0,43,C,0,E,0,0,0,57.25,1,5736,Y
T1006161,F,1,74,A,0,E,0,0,0,29.88,10,6902,Y
T1006173,F,0,70,A,0,F,0,1,0,120.75,7,9339,Y
T1006184,F,0,85,A,0,E,1,1,0,54.93,4,6937,Y
T1006192,F,1,67,B,0,E,0,1,1,40.77,3,4813,Y
T1006208,M,0,53,A,0,X,1,0,0,67.86,8,6787,Y
T1006211,F,0,66,A,0,F,0,0,1,7.51,13,5312,Y
T1006228,F,0,46,A,0,X,0,1,0,7.05,1,6662,Y
T1006232,M,0,83,B,2,E,0,0,1,90.99,61,7591,Y
T1006257,F,0,55,C,2,E,1,0,0,61.21,5,5658,Y
T1006275,F,0,44,A,0,E,0,0,0,71.33,12,4201,Y
T1006284,M,1,81,A,0,E,0,0,0,3.71,9,6689,Y
T1006293,F,0,77,A,0,F,0,0,0,50.75,3,6759,Y
T1006320,M,1,48,B,1,E,0,0,0,48.47,7,4850,Y
T1006333,F,0,65,A,0,X,0,0,0,40.84,56,6461,Y
T1006353,M,0,67,B,0,E,1,1,0,119.87,5,4216,Y
T1006364,M,0,24,C,0,E,0,1,0,70.68,27,6596,Y
T1006371,M,0,41,C,2,E,0,0,0,33.51,2,5485,Y
T1006389,M,0,61,A,0,X,0,1,0,31.72,4,6812,Y
T1006404,M,0,22,B,0,E,0,0,0,75.55,4,4999,Y
T1006429,M,0,35,A,0,E,0,0,0,83.39,11,4600,Y
T1006447,F,0,70,A,0,F,0,0,1,39.15,1,6123,Y
T1006477,M,0,49,B,1,E,0,0,0,85.88,58,7789,Y
T1006486,F,1,70,C,0,E,0,0,0,120.7,40,7737,Y
T1006492,M,1,35,A,0,E,0,0,0,20.81,2,4332,Y
T1006501,M,0,87,C,3,F,0,1,0,28.78,17,7910,Y
T1006517,M,0,36,C,1,E,0,0,0,20.07,1,5082,Y
T1006542,F,0,84,C,3,X,0,1,1,48.99,6,8519,Y
T1006558,M,0,80,B,2,F,0,0,0,29.45,10,8280,Y
T1006571,F,0,41,B,3,E,0,0,0,15.24,15,5926,Y
T1006580,M,1,62,B,1,E,1,0,0,195.91,76,8984,Y
T1006608,M,0,34,A,0,E,0,0,1,82.14,47,5878,Y
T1006617,M,0,61,B,0,E,0,0,0,115.53,8,5381,Y
T1006632,F,0,46,C,2,F,0,1,0,55.54,6,8852,Y
T1006663,F,0,89,C,2,F,1,0,0,83.75,32,8382,Y
T1006676,M,0,74,C,1,F,0,1,0,28.39,10,8085,Y
T1006688,M,0,79,A,0,X,0,0,1,61.52,51,6766,Y
T1006699,M,1,43,B,0,E,0,0,1,78.03,6,5016,Y
T1006704,F,0,81,A,0,E,1,0,0,107.06,26,6408,Y
T1006715,F,0,62,B,2,F,0,1,0,30.16,2,5982,Y
T1006733,M,0,53,B,2,E,0,1,0,50.52,16,5316,Y
T1006741,F,0,43,C,1,E,0,0,0,23.96,2,5460,Y
T1006756,M,0,26,B,0,E,0,1,0,71.68,2,4501,Y
T1006766,M,0,72,B,1,E,0,0,0,41.38,13,4296,Y
T1006770,M,0,71,A,0,F,0,0,1,38.91,5,7031,Y
T1006786,F,0,68,C,2,F,0,0,0,8.94,6,7517,Y
T1006796,F,1,29,B,0,E,0,1,0,65.26,26,6395,Y
T1006812,M,0,38,C,0,E,0,0,0,122.32,51,8706,Y
T1006822,F,1,39,B,0,E,0,0,0,50.16,5,4832,Y
T1006831,M,0,54,A,0,F,1,0,0,63.81,78,8446,Y
T1006842,M,1,45,B,0,E,0,1,1,92.5,7,4887,Y
T1006850,F,0,27,A,0,E,0,1,1,70.08,80,8353,Y
T1006864,F,0,70,A,0,F,1,0,0,88.22,50,9056,Y
T1006875,F,0,32,A,0,E,0,0,0,81.13,6,4066,Y
T1006894,M,0,48,C,2,F,0,0,1,42.94,3,8821,Y
T1006902,M,1,33,B,1,E,0,0,0,3.53,18,5330,Y
T1006918,F,1,33,B,0,E,0,0,0,84.44,52,7216,Y
T1006922,M,0,23,A,0,E,0,0,0,29.36,14,4906,Y
T1006935,M,0,50,A,0,F,0,0,0,3.32,7,6236,Y
T1006956,F,0,32,A,0,E,0,1,0,87.94,17,4272,Y
T1006972,M,0,67,A,0,X,1,1,0,12.19,5,7066,Y
T1006983,M,0,33,C,1,E,0,0,0,46.54,4,5524,Y
T1007005,F,0,58,C,3,F,1,0,1,74.75,39,9985,Y
T1007014,M,0,87,C,3,F,1,1,0,78.45,16,8616,Y
T1007025,F,0,83,A,0,E,1,0,0,44.16,8,6711,Y
T1007033,M,0,66,C,1,E,0,0,0,82.25,31,7067,Y
T1007041,M,0,78,C,2,F,0,0,1,34.41,3,8176,Y
T1007057,F,0,42,A,0,F,0,0,0,79.55,5,8144,Y
T1007062,F,0,88,A,0,E,0,1,0,15.92,2,6624,Y
T1007070,M,1,61,A,0,F,1,0,0,83.8,1,8132,Y
T1007086,F,0,84,A,0,X,0,0,1,23.98,33,6987,Y
T1007091,M,0,77,A,0,F,0,0,1,127.21,15,6627,Y
T1007126,F,0,38,A,0,E,0,0,0,53.33,27,5024,Y
T1007132,M,0,23,C,0,E,0,1,0,8.42,8,6191,Y
T1007148,F,0,60,A,0,F,0,1,0,40.24,15,7133,Y
T1007179,F,0,37,C,1,E,0,1,1,16.63,9,5778,Y
T1007196,F,0,38,C,1,E,0,0,0,80.09,9,5980,Y
T1007200,F,0,51,A,0,E,0,0,0,6.88,2,3267,Y
T1007218,M,0,42,A,0,F,0,0,0,33.42,47,7325,Y
T1007227,M,0,47,B,2,F,0,0,1,112.9,60,10722,Y
T1007237,F,0,72,B,2,F,0,1,1,83.34,8,8457,Y
T1007246,F,0,37,A,0,F,0,0,0,138.8,29,9366,Y
T1007255,F,0,73,A,0,E,0,0,1,54.63,3,7092,Y
T1007260,M,0,34,C,1,E,0,0,0,30.9,4,5518,Y
T1007272,M,0,46,C,3,X,0,0,0,30.47,2,8857,Y
T1007286,M,0,60,B,0,F,0,0,1,76.59,14,7840,Y
T1007293,M,0,30,A,0,E,0,0,0,97.63,14,4010,Y
T1007306,M,0,51,C,0,E,0,0,0,23.65,1,5139,Y
T1007312,M,0,43,B,0,E,0,1,0,22.06,13,4719,Y
T1007326,M,0,31,B,1,E,1,0,1,4.88,8,4758,Y
T1007343,M,1,54,B,0,E,1,1,0,50.9,5,4840,Y
T1007358,F,0,30,C,0,E,0,0,1,33.84,14,5706,Y
T1007379,M,0,77,A,0,X,0,1,0,74.38,4,6951,Y
T1007389,F,0,40,C,1,E,0,1,0,76.34,41,7571,Y
T1007394,M,0,68,B,0,E,0,0,0,56.98,9,4701,Y
T1007400,M,0,55,A,0,F,0,0,0,67.33,39,8213,Y
T1007420,F,0,50,B,1,E,0,0,0,128.81,38,6534,Y
T1007439,F,0,30,A,0,E,0,0,1,31.82,2,3436,Y
T1007446,F,0,73,A,0,F,0,0,0,99.12,39,8050,Y
T1007478,M,0,64,C,3,E,1,0,0,38.46,9,5504,Y
T1007485,F,0,41,A,0,F,0,0,0,87.9,17,8264,Y
T1007497,M,0,38,C,0,E,0,0,0,20.63,17,6304,Y
T1007518,M,0,29,B,0,E,0,1,1,58.6,11,5172,Y
T1007520,F,0,44,C,1,E,1,1,0,82.86,34,7340,Y
T1007546,F,0,65,C,1,E,0,0,1,93.57,6,5931,Y
T1007553,F,1,61,C,1,E,0,1,0,63.24,39,7654,Y
T1007568,M,0,82,B,2,F,0,0,1,77.46,4,7789,Y
T1007571,M,1,67,B,1,E,0,0,1,59.06,25,5382,Y
T1007583,F,0,57,C,2,F,0,1,1,6,1,7773,Y
T1007599,M,0,57,A,0,F,0,0,0,77.58,27,7849,Y
T1007616,F,0,49,A,0,F,0,0,0,67.48,3,6903,Y
T1007629,F,0,35,C,2,E,0,0,1,120.2,56,8747,Y
T1007639,F,0,62,C,2,E,0,0,0,41.03,7,5956,Y
T1007657,M,0,76,A,0,X,0,1,0,78.37,10,6821,Y
T1007663,F,0,47,C,3,E,0,0,0,39.04,9,5397,Y
T1007670,F,0,28,A,0,E,0,1,0,17.83,2,3568,Y
T1007682,F,0,30,C,0,E,0,0,0,45.35,17,6091,Y
T1007696,F,0,53,B,0,E,1,1,0,82.22,9,4943,Y
T1007700,M,0,54,A,0,F,0,0,1,71.2,4,7997,Y
T1007711,M,0,62,A,0,F,0,0,0,105.36,10,7842,Y
T1007720,F,0,70,C,3,F,0,0,0,83.43,9,10241,Y
T1007734,F,0,46,A,0,X,0,0,0,35.23,2,6919,Y
T1007749,M,0,65,C,3,F,0,0,0,112.55,20,10858,Y
T1007750,M,0,26,C,1,E,0,0,0,67.63,64,8617,Y
T1007762,M,0,81,A,0,E,0,1,0,44.5,5,6897,Y
T1007776,M,0,34,C,2,E,0,0,1,88.69,7,5615,Y
T1007784,M,0,83,B,1,F,0,1,1,84.34,2,8575,Y
T1007792,M,0,34,A,0,E,0,1,0,36.17,18,4810,Y
T1007801,M,0,39,A,0,E,0,0,1,66.73,26,5134,Y
T1007811,M,0,44,C,1,E,0,0,0,99.2,112,12162,Y
T1007823,M,0,36,A,0,F,0,0,0,133.32,25,9260,Y
T1007839,F,0,79,C,3,X,0,0,0,35.83,7,9174,Y
T1007840,F,1,80,B,2,F,0,0,0,85.87,23,7453,Y
T1007856,M,0,84,A,0,X,0,1,0,13.09,13,6683,Y
T1007873,M,0,59,C,2,F,0,0,0,42.62,11,8790,Y
T1007885,F,1,27,B,0,E,0,0,0,53.57,10,5001,Y
T1007899,F,0,65,A,0,X,0,1,0,32.94,12,6849,Y
T1007903,F,0,68,C,1,F,1,0,0,137,3,9520,Y
T1007924,M,0,77,A,0,X,0,0,0,46.11,6,6476,Y
T1007937,F,0,27,A,0,E,0,0,0,56.31,2,3893,Y
T1007949,F,0,35,C,0,E,0,0,0,97.13,61,8824,Y
T1007951,M,0,45,A,0,X,1,0,0,8.07,12,6284,Y
T1007977,F,0,64,A,0,F,0,0,0,32.58,5,7549,Y
T1007980,F,0,46,A,0,F,0,1,0,51.9,18,7531,Y
T1007998,M,0,44,A,0,F,0,0,0,5.62,2,4780,Y
T1008003,F,0,63,A,0,E,0,0,0,69.59,24,4784,Y
T1008016,M,1,50,B,1,E,0,0,0,52.79,3,4465,Y
T1008036,F,0,26,C,0,E,1,0,0,135.43,6,5148,Y
T1008058,M,0,38,C,2,E,0,0,0,25.05,6,5424,Y
T1008065,F,0,57,B,0,E,0,0,1,141.03,24,5545,Y
T1008079,M,0,85,B,2,X,0,1,0,79.89,1,9008,Y
T1008082,F,0,75,C,3,X,0,1,1,96.81,90,8302,Y
T1008092,M,0,43,B,0,E,0,1,0,37.8,34,5987,Y
T1008103,M,1,46,A,0,F,0,0,0,38.78,8,6741,Y
T1008110,M,0,42,B,2,E,0,1,0,18.19,10,5321,Y
T1008120,F,0,76,B,1,E,0,1,0,51.1,5,4505,Y
T1008134,M,0,34,C,0,E,0,1,0,47.98,11,5547,Y
T1008156,M,0,81,C,3,X,0,1,1,33.02,6,7894,Y
T1008169,M,0,43,C,0,E,0,1,1,69.23,2,5421,Y
T1008177,M,0,85,C,3,X,0,1,0,51.73,24,8357,Y
T1008187,M,0,56,C,1,F,1,0,0,14.4,1,6992,Y
T1008195,F,0,48,A,0,F,1,0,0,50.93,10,7316,Y
T1008201,M,0,72,A,0,F,1,0,0,55.91,15,7099,Y
T1008217,M,0,22,A,0,E,0,0,1,53.19,41,5785,Y
T1008239,M,1,80,B,3,E,0,0,0,59.1,7,7366,Y
T1008253,F,1,35,C,2,E,1,1,0,6.14,31,6616,Y
T1008264,M,0,29,A,0,F,0,0,0,15.35,2,5835,Y
T1008278,M,0,43,C,0,E,1,0,0,56.24,49,8258,Y
T1008287,F,0,54,A,0,E,0,0,0,117.85,24,4463,Y
T1008298,M,0,35,A,0,F,0,0,0,58.23,12,7897,Y
T1008317,M,0,72,C,2,X,0,0,0,39.88,18,8303,Y
T1008330,M,0,67,C,0,F,0,1,0,12.22,25,8455,Y
T1008349,F,0,33,C,1,E,0,0,0,43.4,34,7420,Y
T1008352,F,0,28,A,0,E,0,1,0,73.19,12,3915,Y
T1008369,M,0,52,B,0,E,1,1,0,60.73,1,4619,Y
T1008384,M,0,72,C,2,F,1,0,0,0.77,12,8387,Y
T1008398,F,0,71,A,0,F,1,1,0,10.49,5,6380,Y
T1008409,F,0,65,C,0,E,0,1,0,107.22,47,7886,Y
T1008418,M,0,72,B,0,E,0,0,1,45.18,31,5859,Y
T1008429,F,0,66,A,0,F,0,0,1,125.97,15,6363,Y
T1008445,F,0,60,C,1,F,0,0,1,35.48,1,7338,Y
T1008451,F,0,39,C,2,E,0,0,0,59.06,13,5492,Y
T1008464,M,0,24,C,0,E,0,1,1,51.6,8,5674,Y
T1008475,M,0,60,B,2,X,0,0,1,64.64,3,8061,Y
T1008487,M,0,60,C,2,X,1,0,0,48.03,5,8424,Y
T1008497,F,0,47,B,1,E,0,0,0,99.42,29,6007,Y
T1008509,F,0,80,B,2,E,0,1,0,41.87,3,8197,Y
T1008511,F,0,90,C,3,E,0,1,0,52.92,3,8577,Y
T1008524,M,0,80,A,0,E,1,1,0,127.27,10,6729,Y
T1008549,F,0,28,A,0,E,0,0,0,104.07,22,5581,Y
T1008552,F,0,74,B,2,F,0,0,0,6.55,8,7378,Y
T1008573,M,0,65,B,2,F,0,0,0,53.57,9,6610,Y
T1008595,M,0,29,B,0,E,0,1,1,45.01,6,4535,Y
T1008607,M,0,87,C,3,F,1,0,1,68.47,3,8707,Y
T1008617,M,0,74,B,1,F,0,1,1,72.2,4,8170,Y
T1008646,M,0,30,A,0,E,1,1,0,34.67,7,3965,Y
T1008655,F,0,66,B,2,E,0,1,0,4.89,1,4520,Y
T1008666,M,0,44,B,0,E,0,1,0,10.84,6,4940,Y
T1008676,M,0,70,B,1,E,1,0,1,45.93,3,5032,Y
T1008689,M,0,31,C,1,E,0,0,0,56.71,25,6808,Y
T1008698,M,0,67,C,2,F,1,0,0,43.03,15,8685,Y
T1008709,F,0,44,A,0,X,0,0,0,38.15,10,6609,Y
T1008719,M,0,55,A,0,F,1,1,0,60.87,9,7667,Y
T1008728,F,0,62,A,0,F,1,0,0,34.62,10,6730,Y
T1008731,M,0,75,A,0,F,0,1,0,59.26,25,6670,Y
T1008749,F,0,85,B,3,X,0,1,0,66.05,5,8589,Y
T1008778,M,0,42,C,1,E,0,1,1,56.21,18,6296,Y
T1008789,M,0,55,C,2,E,0,0,0,52.78,27,6626,Y
T1008793,M,0,33,A,0,E,0,0,0,67.09,8,4258,Y
T1008806,M,0,24,A,0,E,0,0,1,24.44,7,3733,Y
T1008813,M,0,59,A,0,E,0,0,0,3.33,64,7037,Y
T1008830,F,0,81,C,3,X,1,1,0,95.38,2,9136,Y
T1008845,F,0,22,A,0,E,1,0,0,17.76,3,3826,Y
T1008851,M,0,29,A,0,E,0,1,0,82.58,17,4384,Y
T1008867,F,0,60,B,3,F,0,1,0,95.8,5,9045,Y
T1008887,M,1,52,B,1,E,0,1,0,84.75,84,9300,Y
T1008899,F,0,88,C,3,E,1,1,1,85.35,36,8818,Y
T1008905,F,0,46,C,0,E,0,0,0,29.61,5,5793,Y
T1008919,M,0,77,B,3,X,0,1,1,34.05,4,7585,Y
T1008935,F,0,69,A,0,E,1,0,0,61,8,6698,Y
T1008941,F,0,56,A,0,F,0,0,0,41.44,10,6875,Y
T1008956,F,0,47,A,0,E,1,0,0,12.33,7,4510,Y
T1008982,F,0,50,B,2,E,0,1,0,77.39,10,4986,Y
T1009004,F,0,39,A,0,X,0,0,0,82.2,10,6263,Y
T1009011,F,0,38,A,0,E,0,0,0,11.52,1,3956,Y
T1009028,M,0,44,A,0,E,0,1,0,33.83,14,4747,Y
T1009041,F,0,42,A,0,E,0,1,1,57.99,93,9759,Y
T1009052,M,0,48,C,2,X,0,1,1,19.44,7,8198,Y
T1009062,M,0,41,A,0,F,0,0,1,44.5,14,6846,Y
T1009078,M,0,40,A,0,E,1,0,0,98.26,11,4185,Y
T1009085,M,1,48,B,2,E,0,1,0,72.19,24,5924,Y
T1009099,F,0,79,B,2,F,1,0,0,9.75,10,6860,Y
T1009104,F,0,80,C,2,F,0,0,0,121.67,51,8213,Y
T1009110,M,0,48,B,1,F,0,1,0,158.57,31,12258,Y
T1009121,F,0,65,A,0,E,0,1,0,57.17,6,3536,Y
T1009134,M,1,67,A,0,X,1,0,1,96.52,19,6255,Y
T1009149,M,0,75,C,1,F,0,0,1,43.7,8,9399,Y
T1009154,M,0,69,C,1,X,0,0,1,50.6,8,8601,Y
T1009165,F,0,29,A,0,E,1,0,1,7.8,7,4051,Y
T1009171,M,0,67,C,2,F,0,0,0,20.34,2,7096,Y
T1009194,M,0,51,C,0,E,0,0,1,13.58,10,5945,Y
T1009208,M,0,77,C,2,F,1,0,0,68.62,66,9430,Y
T1009215,M,0,76,B,1,F,1,0,1,58.72,11,7385,Y
T1009222,M,0,41,B,1,E,0,0,1,61.64,36,6656,Y
T1009243,F,0,37,A,0,E,0,1,1,149.71,7,3417,Y
T1009259,F,0,35,A,0,E,0,0,0,62.77,4,3723,Y
T1009269,F,1,49,B,0,E,0,0,0,50.59,3,4838,Y
T1009272,F,0,37,A,0,F,0,1,0,0.37,1,5414,Y
T1009284,M,0,46,C,1,E,1,0,0,16.15,2,5095,Y
T1009303,F,0,76,A,0,X,0,1,0,24.33,4,6872,Y
T1009312,M,0,35,C,2,E,0,0,0,60.98,2,5348,Y
T1009323,F,0,37,B,2,E,0,0,0,51.65,12,5605,Y
T1009337,M,0,84,A,0,X,0,0,1,71.18,14,6490,Y
T1009345,M,0,73,A,0,F,1,0,1,74.47,13,8389,Y
T1009358,M,0,52,C,2,F,1,1,0,26.37,2,7189,Y
T1009368,M,0,81,B,1,F,1,0,0,65.51,14,7724,Y
T1009377,M,0,38,B,1,E,0,1,0,140.04,22,5963,Y
T1009382,F,0,40,A,0,X,0,0,0,118.2,7,6540,Y
T1009390,M,0,52,B,1,F,0,0,0,59.77,29,8420,Y
T1009406,M,0,57,B,2,F,0,0,0,28.81,8,7348,Y
T1009415,M,0,89,C,2,F,1,0,0,43.9,5,8525,Y
T1009421,M,0,50,A,0,F,0,0,0,102.21,11,9793,Y
T1009444,F,0,52,C,1,E,0,1,1,63.37,8,5212,Y
T1009456,F,0,48,A,0,F,0,0,0,103.37,16,8835,Y
T1009478,M,0,33,A,0,E,0,0,0,2.26,4,3697,Y
T1009487,F,0,43,A,0,F,0,0,0,58.79,8,6743,Y
T1009498,M,0,60,A,0,X,0,0,0,130.68,52,6938,Y
T1009515,F,0,52,A,0,X,0,0,0,18.46,8,6713,Y
T1009526,F,0,46,A,0,F,0,1,0,61.21,32,6781,Y
T1009539,M,0,57,B,1,F,1,0,0,38.19,38,8127,Y
T1009544,F,1,64,B,1,F,0,0,0,54.93,5,7613,Y
T1009565,F,1,49,A,0,F,0,1,0,109.64,13,8937,Y
T1009573,F,0,44,A,0,F,0,1,0,51.75,10,8165,Y
T1009587,F,0,63,A,0,F,0,0,1,137.68,5,9202,Y
T1009590,M,0,47,A,0,E,1,0,1,56.55,18,4709,Y
T1009607,F,0,77,A,0,F,1,0,0,116.37,37,9067,Y
T1009618,M,0,81,A,0,X,0,0,1,4.86,1,7266,Y
T1009636,M,0,80,A,0,F,1,0,1,24.75,5,6981,Y
T1009647,M,1,65,B,0,E,0,1,0,59.46,36,6288,Y
T1009650,M,0,87,A,0,F,1,1,0,11.79,9,6642,Y
T1009677,M,0,78,A,0,E,1,1,0,25.06,21,7040,Y
T1009680,F,0,70,B,2,F,0,1,1,10.18,16,6781,Y
T1009705,M,0,81,C,3,X,0,0,0,100.13,15,9122,Y
T1009712,M,0,63,C,2,E,0,0,0,2.67,9,5367,Y
T1009722,F,0,51,A,0,E,0,0,0,72.06,8,3347,Y
T1009734,M,0,34,C,0,E,0,1,1,27.39,2,5258,Y
T1009746,M,0,50,B,1,F,1,0,0,10.77,3,6243,Y
T1009756,M,0,30,C,1,E,0,1,0,34.35,5,5605,Y
T1009762,M,0,41,C,3,E,0,0,0,44.68,45,7859,Y
T1009777,M,0,45,C,1,E,0,0,1,11.37,3,5905,Y
T1009793,M,0,50,C,1,F,0,1,0,64.69,3,8442,Y
T1009804,M,0,86,B,3,E,1,0,0,13.82,3,7467,Y
T1009815,F,0,28,A,0,E,0,1,0,42.92,14,4402,Y
T1009824,F,0,51,B,2,F,0,0,0,71.72,13,7983,Y
T1009845,F,0,61,A,0,E,0,0,0,94.06,45,5542,Y
T1009859,M,0,41,C,1,E,0,0,1,5.49,3,4597,Y
T1009868,M,0,87,A,0,X,1,1,0,17.44,1,6933,Y
T1009885,F,0,71,A,0,F,0,1,0,93.91,16,6731,Y
T1009896,F,0,70,B,0,F,0,1,0,36.82,6,7868,Y
T1009907,F,0,79,B,3,F,1,0,0,71.53,12,7508,Y
T1009920,F,0,56,C,1,F,0,0,0,95.74,20,11142,Y
T1009933,M,0,75,B,1,F,1,0,0,138.37,46,10824,Y
T1009947,F,0,64,A,0,F,0,1,0,55.82,10,6687,Y
T1009961,F,0,62,C,3,X,0,0,0,81.52,9,8544,Y
T1009972,M,0,60,A,0,F,0,0,1,37.03,9,7369,Y
T1009980,F,1,75,B,2,X,1,0,0,61.19,25,7395,Y
T1009992,M,1,65,C,0,F,0,0,0,31.73,5,9398,Y
T1010011,F,0,22,C,0,E,0,0,0,25.41,4,5812,Y
T1010025,F,0,53,C,1,F,0,0,0,96.87,39,9676,Y
T1010033,F,0,40,C,2,E,0,1,0,37.39,5,5548,Y
T1010043,F,0,63,B,1,F,0,0,0,125.01,18,10263,Y
T1010075,M,0,63,A,0,F,1,1,0,73.59,9,7921,Y
